"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Ангола;19.02.2020;0;0;0;0;0;0
Ангола;19.03.2020;0;0;0;0;0;0
Ангола;19.04.2020;24;6;2;0;0;0
Ангола;20.02.2020;0;0;0;0;0;0
Ангола;20.03.2020;1;0;0;1;0;0
Ангола;20.04.2020;24;6;2;0;0;0
Ангола;21.02.2020;0;0;0;0;0;0
Ангола;21.03.2020;2;0;0;1;0;0
Ангола;21.04.2020;24;6;2;0;0;0
Ангола;22.01.2020;0;0;0;0;0;0
Ангола;22.02.2020;0;0;0;0;0;0
Ангола;22.03.2020;2;0;0;0;0;0
Ангола;22.04.2020;25;6;2;1;0;0
Ангола;23.01.2020;0;0;0;0;0;0
Ангола;23.02.2020;0;0;0;0;0;0
Ангола;23.03.2020;3;0;0;1;0;0
Ангола;23.04.2020;25;6;2;0;0;0
Ангола;24.01.2020;0;0;0;0;0;0
Ангола;24.02.2020;0;0;0;0;0;0
Ангола;24.03.2020;3;0;0;0;0;0
Ангола;24.04.2020;25;6;2;0;0;0
Ангола;25.01.2020;0;0;0;0;0;0
Ангола;25.02.2020;0;0;0;0;0;0
Ангола;25.03.2020;3;0;0;0;0;0
Ангола;25.04.2020;25;6;2;0;0;0
Ангола;26.01.2020;0;0;0;0;0;0
Ангола;26.02.2020;0;0;0;0;0;0
Ангола;26.03.2020;4;0;0;1;0;0
Ангола;26.04.2020;26;6;2;1;0;0
Ангола;27.01.2020;0;0;0;0;0;0
Ангола;27.02.2020;0;0;0;0;0;0
Ангола;27.03.2020;4;0;0;0;0;0
Ангола;27.04.2020;27;6;2;1;0;0
Ангола;28.01.2020;0;0;0;0;0;0
Ангола;28.02.2020;0;0;0;0;0;0
Ангола;28.03.2020;5;0;0;1;0;0
Ангола;28.04.2020;27;6;2;0;0;0
Ангола;29.01.2020;0;0;0;0;0;0
Ангола;29.02.2020;0;0;0;0;0;0
Ангола;29.03.2020;7;0;2;2;0;2
Ангола;29.04.2020;27;7;2;0;1;0
Ангола;30.01.2020;0;0;0;0;0;0
Ангола;30.03.2020;7;0;2;0;0;0
Ангола;31.01.2020;0;0;0;0;0;0
Ангола;31.03.2020;7;1;2;0;1;0
Андорра;01.02.2020;0;0;0;0;0;0
Андорра;01.03.2020;0;0;0;0;0;0
Андорра;01.04.2020;390;10;14;14;0;2
Андорра;02.02.2020;0;0;0;0;0;0
Андорра;02.03.2020;1;0;0;1;0;0
Андорра;02.04.2020;428;10;15;38;0;1
Андорра;03.02.2020;0;0;0;0;0;0
Андорра;03.03.2020;1;0;0;0;0;0
Андорра;03.04.2020;439;16;16;11;6;1
Андорра;04.02.2020;0;0;0;0;0;0
Андорра;04.03.2020;1;0;0;0;0;0
Андорра;04.04.2020;466;21;17;27;5;1
Андорра;05.02.2020;0;0;0;0;0;0
Андорра;05.03.2020;1;0;0;0;0;0
Андорра;05.04.2020;501;26;18;35;5;1
Андорра;06.02.2020;0;0;0;0;0;0
Андорра;06.03.2020;1;0;0;0;0;0
Андорра;06.04.2020;525;31;21;24;5;3
Андорра;07.02.2020;0;0;0;0;0;0
Андорра;07.03.2020;1;0;0;0;0;0
Андорра;07.04.2020;545;39;22;20;8;1
Андорра;08.02.2020;0;0;0;0;0;0
Андорра;08.03.2020;1;0;0;0;0;0
Андорра;08.04.2020;564;52;23;19;13;1
Андорра;09.02.2020;0;0;0;0;0;0
Андорра;09.03.2020;1;0;0;0;0;0
Андорра;09.04.2020;583;58;25;19;6;2
Андорра;10.02.2020;0;0;0;0;0;0
Андорра;10.03.2020;1;0;0;0;0;0
Андорра;10.04.2020;601;71;26;18;13;1
Андорра;11.02.2020;0;0;0;0;0;0
Андорра;11.03.2020;1;0;0;0;0;0
Андорра;11.04.2020;601;71;26;0;0;0
Андорра;12.02.2020;0;0;0;0;0;0
Андорра;12.03.2020;1;1;0;0;1;0
Андорра;12.04.2020;638;128;29;37;57;3
Андорра;13.02.2020;0;0;0;0;0;0
Андорра;13.03.2020;1;0;0;0;-1;0
Андорра;13.04.2020;646;128;29;8;0;0
Андорра;14.02.2020;0;0;0;0;0;0
Андорра;14.03.2020;1;1;0;0;1;0
Андорра;14.04.2020;659;128;31;13;0;2
Андорра;15.02.2020;0;0;0;0;0;0
Андорра;15.03.2020;1;1;0;0;0;0
Андорра;15.04.2020;673;169;33;14;41;2
Андорра;16.02.2020;0;0;0;0;0;0
Андорра;16.03.2020;2;1;0;1;0;0
Андорра;16.04.2020;673;169;33;0;0;0
Андорра;17.02.2020;0;0;0;0;0;0
Андорра;17.03.2020;39;1;0;37;0;0
Андорра;17.04.2020;696;191;35;23;22;2
Андорра;18.02.2020;0;0;0;0;0;0
Андорра;18.03.2020;39;1;0;0;0;0
Андорра;18.04.2020;704;205;35;8;14;0
Андорра;19.02.2020;0;0;0;0;0;0
Андорра;19.03.2020;53;1;0;14;0;0
Андорра;19.04.2020;713;235;36;9;30;1
Андорра;20.02.2020;0;0;0;0;0;0
Андорра;20.03.2020;75;1;0;22;0;0
Андорра;20.04.2020;717;248;37;4;13;1
Андорра;21.02.2020;0;0;0;0;0;0
Андорра;21.03.2020;88;1;0;13;0;0
Андорра;21.04.2020;717;282;37;0;34;0
Андорра;22.01.2020;0;0;0;0;0;0
Андорра;22.02.2020;0;0;0;0;0;0
Андорра;22.03.2020;113;1;1;25;0;1
Андорра;22.04.2020;723;309;37;6;27;0
Андорра;23.01.2020;0;0;0;0;0;0
Андорра;23.02.2020;0;0;0;0;0;0
Андорра;23.03.2020;133;1;1;20;0;0
Андорра;23.04.2020;723;333;37;0;24;0
Андорра;24.01.2020;0;0;0;0;0;0
Андорра;24.02.2020;0;0;0;0;0;0
Андорра;24.03.2020;164;1;1;31;0;0
Андорра;24.04.2020;731;344;40;8;11;3
Андорра;25.01.2020;0;0;0;0;0;0
Андорра;25.02.2020;0;0;0;0;0;0
Андорра;25.03.2020;188;1;1;24;0;0
Андорра;25.04.2020;738;344;40;7;0;0
Андорра;26.01.2020;0;0;0;0;0;0
Андорра;26.02.2020;0;0;0;0;0;0
Андорра;26.03.2020;224;1;3;36;0;2
Андорра;26.04.2020;738;344;40;0;0;0
Андорра;27.01.2020;0;0;0;0;0;0
Андорра;27.02.2020;0;0;0;0;0;0
Андорра;27.03.2020;267;1;3;43;0;0
Андорра;27.04.2020;743;385;40;5;41;0
Андорра;28.01.2020;0;0;0;0;0;0
Андорра;28.02.2020;0;0;0;0;0;0
Андорра;28.03.2020;308;1;3;41;0;0
Андорра;28.04.2020;743;398;41;0;13;1
Андорра;29.01.2020;0;0;0;0;0;0
Андорра;29.02.2020;0;0;0;0;0;0
Андорра;29.03.2020;334;1;6;26;0;3
Андорра;29.04.2020;743;423;42;0;25;1
Андорра;30.01.2020;0;0;0;0;0;0
Андорра;30.03.2020;370;10;8;36;9;2
Андорра;31.01.2020;0;0;0;0;0;0
Андорра;31.03.2020;376;10;12;6;0;4
Антигуа и Барбуда;01.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;01.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;01.04.2020;7;0;0;0;0;0
Антигуа и Барбуда;02.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;02.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;02.04.2020;9;0;0;2;0;0
Антигуа и Барбуда;03.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;03.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;03.04.2020;15;0;0;6;0;0
Антигуа и Барбуда;04.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;04.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;04.04.2020;15;0;0;0;0;0
Антигуа и Барбуда;05.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;05.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;05.04.2020;15;0;0;0;0;0
Антигуа и Барбуда;06.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;06.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;06.04.2020;15;0;0;0;0;0
Антигуа и Барбуда;07.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;07.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;07.04.2020;19;0;1;4;0;1
Антигуа и Барбуда;08.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;08.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;08.04.2020;19;0;2;0;0;1
Антигуа и Барбуда;09.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;09.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;09.04.2020;19;0;2;0;0;0
Антигуа и Барбуда;10.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;10.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;10.04.2020;19;0;2;0;0;0
Антигуа и Барбуда;11.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;11.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;11.04.2020;21;0;2;2;0;0
Антигуа и Барбуда;12.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;12.03.2020;0;0;0;0;0;0
Антигуа и Барбуда;12.04.2020;21;0;2;0;0;0
Антигуа и Барбуда;13.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;13.03.2020;1;0;0;1;0;0
Антигуа и Барбуда;13.04.2020;23;0;2;2;0;0
Антигуа и Барбуда;14.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;14.03.2020;1;0;0;0;0;0
Антигуа и Барбуда;14.04.2020;23;3;2;0;3;0
Антигуа и Барбуда;15.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;15.03.2020;1;0;0;0;0;0
Антигуа и Барбуда;15.04.2020;23;3;2;0;0;0
Антигуа и Барбуда;16.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;16.03.2020;1;0;0;0;0;0
Антигуа и Барбуда;16.04.2020;23;3;3;0;0;1
Антигуа и Барбуда;17.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;17.03.2020;1;0;0;0;0;0
Антигуа и Барбуда;17.04.2020;23;3;3;0;0;0
Антигуа и Барбуда;18.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;18.03.2020;1;0;0;0;0;0
Антигуа и Барбуда;18.04.2020;23;3;3;0;0;0
Антигуа и Барбуда;19.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;19.03.2020;1;0;0;0;0;0
Антигуа и Барбуда;19.04.2020;23;3;3;0;0;0
Антигуа и Барбуда;20.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;20.03.2020;1;0;0;0;0;0
Антигуа и Барбуда;20.04.2020;23;3;3;0;0;0
Антигуа и Барбуда;21.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;21.03.2020;1;0;0;0;0;0
Антигуа и Барбуда;21.04.2020;23;7;3;0;4;0
Антигуа и Барбуда;22.01.2020;0;0;0;0;0;0
Антигуа и Барбуда;22.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;22.03.2020;1;0;0;0;0;0
Антигуа и Барбуда;22.04.2020;24;10;3;1;3;0
Антигуа и Барбуда;23.01.2020;0;0;0;0;0;0
Антигуа и Барбуда;23.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;23.03.2020;3;0;0;2;0;0
Антигуа и Барбуда;23.04.2020;24;10;3;0;0;0
Антигуа и Барбуда;24.01.2020;0;0;0;0;0;0
Антигуа и Барбуда;24.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;24.03.2020;3;0;0;0;0;0
Антигуа и Барбуда;24.04.2020;24;11;3;0;1;0
Антигуа и Барбуда;25.01.2020;0;0;0;0;0;0
Антигуа и Барбуда;25.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;25.03.2020;3;0;0;0;0;0
Антигуа и Барбуда;25.04.2020;24;11;3;0;0;0
Антигуа и Барбуда;26.01.2020;0;0;0;0;0;0
Антигуа и Барбуда;26.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;26.03.2020;7;0;0;4;0;0
Антигуа и Барбуда;26.04.2020;24;11;3;0;0;0
Антигуа и Барбуда;27.01.2020;0;0;0;0;0;0
Антигуа и Барбуда;27.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;27.03.2020;7;0;0;0;0;0
Антигуа и Барбуда;27.04.2020;24;11;3;0;0;0
Антигуа и Барбуда;28.01.2020;0;0;0;0;0;0
Антигуа и Барбуда;28.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;28.03.2020;7;0;0;0;0;0
Антигуа и Барбуда;28.04.2020;24;11;3;0;0;0
Антигуа и Барбуда;29.01.2020;0;0;0;0;0;0
Антигуа и Барбуда;29.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;29.03.2020;7;0;0;0;0;0
Антигуа и Барбуда;29.04.2020;24;11;3;0;0;0
Антигуа и Барбуда;30.01.2020;0;0;0;0;0;0
Антигуа и Барбуда;30.03.2020;7;0;0;0;0;0
Антигуа и Барбуда;31.01.2020;0;0;0;0;0;0
Антигуа и Барбуда;31.03.2020;7;0;0;0;0;0
Аргентина;01.02.2020;0;0;0;0;0;0
Аргентина;01.03.2020;0;0;0;0;0;0
Аргентина;01.04.2020;1054;248;28;0;8;1
Аргентина;02.02.2020;0;0;0;0;0;0
Аргентина;02.03.2020;0;0;0;0;0;0
Аргентина;02.04.2020;1133;256;36;79;8;8
Аргентина;03.02.2020;0;0;0;0;0;0
Аргентина;03.03.2020;1;0;0;1;0;0
Аргентина;03.04.2020;1265;266;39;132;10;3
Аргентина;04.02.2020;0;0;0;0;0;0
Аргентина;04.03.2020;1;0;0;0;0;0
Аргентина;04.04.2020;1451;279;43;186;13;4
Аргентина;05.02.2020;0;0;0;0;0;0
Аргентина;05.03.2020;1;0;0;0;0;0
Аргентина;05.04.2020;1451;280;44;0;1;1
Аргентина;06.02.2020;0;0;0;0;0;0
Аргентина;06.03.2020;2;0;0;1;0;0
Аргентина;06.04.2020;1554;325;48;103;45;4
Аргентина;07.02.2020;0;0;0;0;0;0
Аргентина;07.03.2020;8;0;0;6;0;0
Аргентина;07.04.2020;1628;338;56;74;13;8
Аргентина;08.02.2020;0;0;0;0;0;0
Аргентина;08.03.2020;12;0;1;4;0;1
Аргентина;08.04.2020;1715;358;63;87;20;7
Аргентина;09.02.2020;0;0;0;0;0;0
Аргентина;09.03.2020;12;0;1;0;0;0
Аргентина;09.04.2020;1795;365;72;80;7;9
Аргентина;10.02.2020;0;0;0;0;0;0
Аргентина;10.03.2020;17;0;1;5;0;0
Аргентина;10.04.2020;1975;375;82;180;10;10
Аргентина;11.02.2020;0;0;0;0;0;0
Аргентина;11.03.2020;19;0;1;2;0;0
Аргентина;11.04.2020;1975;440;83;0;65;1
Аргентина;12.02.2020;0;0;0;0;0;0
Аргентина;12.03.2020;19;0;1;0;0;0
Аргентина;12.04.2020;2142;468;90;167;28;7
Аргентина;13.02.2020;0;0;0;0;0;0
Аргентина;13.03.2020;31;0;2;12;0;1
Аргентина;13.04.2020;2208;515;97;66;47;7
Аргентина;14.02.2020;0;0;0;0;0;0
Аргентина;14.03.2020;34;1;2;3;1;0
Аргентина;14.04.2020;2277;559;102;69;44;5
Аргентина;15.02.2020;0;0;0;0;0;0
Аргентина;15.03.2020;45;1;2;11;0;0
Аргентина;15.04.2020;2443;596;111;166;37;9
Аргентина;16.02.2020;0;0;0;0;0;0
Аргентина;16.03.2020;56;1;2;11;0;0
Аргентина;16.04.2020;2571;631;115;128;35;4
Аргентина;17.02.2020;0;0;0;0;0;0
Аргентина;17.03.2020;68;3;2;12;2;0
Аргентина;17.04.2020;2669;666;123;98;35;8
Аргентина;18.02.2020;0;0;0;0;0;0
Аргентина;18.03.2020;79;3;2;11;0;0
Аргентина;18.04.2020;2758;685;129;89;19;6
Аргентина;19.02.2020;0;0;0;0;0;0
Аргентина;19.03.2020;97;3;3;18;0;1
Аргентина;19.04.2020;2839;709;132;81;24;3
Аргентина;20.02.2020;0;0;0;0;0;0
Аргентина;20.03.2020;128;3;3;31;0;0
Аргентина;20.04.2020;2941;737;136;102;28;4
Аргентина;21.02.2020;0;0;0;0;0;0
Аргентина;21.03.2020;158;3;4;30;0;1
Аргентина;21.04.2020;3031;840;147;90;103;11
Аргентина;22.01.2020;0;0;0;0;0;0
Аргентина;22.02.2020;0;0;0;0;0;0
Аргентина;22.03.2020;266;3;4;108;0;0
Аргентина;22.04.2020;3144;872;152;113;32;5
Аргентина;23.01.2020;0;0;0;0;0;0
Аргентина;23.02.2020;0;0;0;0;0;0
Аргентина;23.03.2020;301;3;4;35;0;0
Аргентина;23.04.2020;3435;919;165;291;47;13
Аргентина;24.01.2020;0;0;0;0;0;0
Аргентина;24.02.2020;0;0;0;0;0;0
Аргентина;24.03.2020;387;52;6;86;49;2
Аргентина;24.04.2020;3607;976;176;172;57;11
Аргентина;25.01.2020;0;0;0;0;0;0
Аргентина;25.02.2020;0;0;0;0;0;0
Аргентина;25.03.2020;387;52;8;0;0;2
Аргентина;25.04.2020;3780;1030;185;173;54;9
Аргентина;26.01.2020;0;0;0;0;0;0
Аргентина;26.02.2020;0;0;0;0;0;0
Аргентина;26.03.2020;502;63;9;115;11;1
Аргентина;26.04.2020;3892;1107;192;112;77;7
Аргентина;27.01.2020;0;0;0;0;0;0
Аргентина;27.02.2020;0;0;0;0;0;0
Аргентина;27.03.2020;589;72;13;87;9;4
Аргентина;27.04.2020;4003;1140;197;111;33;5
Аргентина;28.01.2020;0;0;0;0;0;0
Аргентина;28.02.2020;0;0;0;0;0;0
Аргентина;28.03.2020;690;72;18;101;0;5
Аргентина;28.04.2020;4127;1162;207;124;22;10
Аргентина;29.01.2020;0;0;0;0;0;0
Аргентина;29.02.2020;0;0;0;0;0;0
Аргентина;29.03.2020;745;72;19;55;0;1
Аргентина;29.04.2020;4285;1192;214;158;30;7
Аргентина;30.01.2020;0;0;0;0;0;0
Аргентина;30.03.2020;820;228;23;75;156;4
Аргентина;31.01.2020;0;0;0;0;0;0
Аргентина;31.03.2020;1054;240;27;234;12;4
Армения;01.02.2020;0;0;0;0;0;0
Армения;01.03.2020;1;0;0;1;0;0
Армения;01.04.2020;571;31;4;39;1;1
Армения;02.02.2020;0;0;0;0;0;0
Армения;02.03.2020;1;0;0;0;0;0
Армения;02.04.2020;663;33;7;92;2;3
Армения;03.02.2020;0;0;0;0;0;0
Армения;03.03.2020;1;0;0;0;0;0
Армения;03.04.2020;736;43;7;73;10;0
Армения;04.02.2020;0;0;0;0;0;0
Армения;04.03.2020;1;0;0;0;0;0
Армения;04.04.2020;770;43;7;34;0;0
Армения;05.02.2020;0;0;0;0;0;0
Армения;05.03.2020;1;0;0;0;0;0
Армения;05.04.2020;822;57;7;52;14;0
Армения;06.02.2020;0;0;0;0;0;0
Армения;06.03.2020;1;0;0;0;0;0
Армения;06.04.2020;833;62;8;11;5;1
Армения;07.02.2020;0;0;0;0;0;0
Армения;07.03.2020;1;0;0;0;0;0
Армения;07.04.2020;853;87;8;20;25;0
Армения;08.02.2020;0;0;0;0;0;0
Армения;08.03.2020;1;0;0;0;0;0
Армения;08.04.2020;881;114;9;28;27;1
Армения;09.02.2020;0;0;0;0;0;0
Армения;09.03.2020;1;0;0;0;0;0
Армения;09.04.2020;921;138;10;40;24;1
Армения;10.02.2020;0;0;0;0;0;0
Армения;10.03.2020;1;0;0;0;0;0
Армения;10.04.2020;937;149;12;16;11;2
Армения;11.02.2020;0;0;0;0;0;0
Армения;11.03.2020;1;0;0;0;0;0
Армения;11.04.2020;967;173;13;30;24;1
Армения;12.02.2020;0;0;0;0;0;0
Армения;12.03.2020;4;0;0;3;0;0
Армения;12.04.2020;1013;197;13;46;24;0
Армения;13.02.2020;0;0;0;0;0;0
Армения;13.03.2020;8;0;0;4;0;0
Армения;13.04.2020;1039;211;14;26;14;1
Армения;14.02.2020;0;0;0;0;0;0
Армения;14.03.2020;18;0;0;10;0;0
Армения;14.04.2020;1067;265;16;28;54;2
Армения;15.02.2020;0;0;0;0;0;0
Армения;15.03.2020;26;0;0;8;0;0
Армения;15.04.2020;1111;297;17;44;32;1
Армения;16.02.2020;0;0;0;0;0;0
Армения;16.03.2020;52;0;0;26;0;0
Армения;16.04.2020;1159;358;18;48;61;1
Армения;17.02.2020;0;0;0;0;0;0
Армения;17.03.2020;78;1;0;26;1;0
Армения;17.04.2020;1201;402;19;42;44;1
Армения;18.02.2020;0;0;0;0;0;0
Армения;18.03.2020;84;1;0;6;0;0
Армения;18.04.2020;1248;523;20;47;121;1
Армения;19.02.2020;0;0;0;0;0;0
Армения;19.03.2020;115;1;0;31;0;0
Армения;19.04.2020;1291;545;20;43;22;0
Армения;20.02.2020;0;0;0;0;0;0
Армения;20.03.2020;136;1;0;21;0;0
Армения;20.04.2020;1339;580;22;48;35;2
Армения;21.02.2020;0;0;0;0;0;0
Армения;21.03.2020;160;1;0;24;0;0
Армения;21.04.2020;1401;609;24;62;29;2
Армения;22.01.2020;0;0;0;0;0;0
Армения;22.02.2020;0;0;0;0;0;0
Армения;22.03.2020;194;2;0;34;1;0
Армения;22.04.2020;1473;633;24;72;24;0
Армения;23.01.2020;0;0;0;0;0;0
Армения;23.02.2020;0;0;0;0;0;0
Армения;23.03.2020;235;2;0;41;0;0
Армения;23.04.2020;1523;659;24;50;26;0
Армения;24.01.2020;0;0;0;0;0;0
Армения;24.02.2020;0;0;0;0;0;0
Армения;24.03.2020;249;14;0;14;12;0
Армения;24.04.2020;1596;728;27;73;69;3
Армения;25.01.2020;0;0;0;0;0;0
Армения;25.02.2020;0;0;0;0;0;0
Армения;25.03.2020;265;16;0;16;2;0
Армения;25.04.2020;1677;803;28;81;75;1
Армения;26.01.2020;0;0;0;0;0;0
Армения;26.02.2020;0;0;0;0;0;0
Армения;26.03.2020;290;18;1;25;2;1
Армения;26.04.2020;1746;833;28;69;30;0
Армения;27.01.2020;0;0;0;0;0;0
Армения;27.02.2020;0;0;0;0;0;0
Армения;27.03.2020;329;28;1;39;10;0
Армения;27.04.2020;1808;848;29;62;15;1
Армения;28.01.2020;0;0;0;0;0;0
Армения;28.02.2020;0;0;0;0;0;0
Армения;28.03.2020;407;30;1;78;2;0
Армения;28.04.2020;1867;866;30;59;18;1
Армения;29.01.2020;0;0;0;0;0;0
Армения;29.02.2020;0;0;0;0;0;0
Армения;29.03.2020;424;30;3;17;0;2
Армения;29.04.2020;1932;900;30;65;34;0
Армения;30.01.2020;0;0;0;0;0;0
Армения;30.03.2020;482;30;3;58;0;0
Армения;31.01.2020;0;0;0;0;0;0
Армения;31.03.2020;532;30;3;50;0;0
Афганистан;01.02.2020;0;0;0;0;0;0
Афганистан;01.03.2020;1;0;0;0;0;0
Афганистан;01.04.2020;237;5;4;63;0;0
Афганистан;02.02.2020;0;0;0;0;0;0
Афганистан;02.03.2020;1;0;0;0;0;0
Афганистан;02.04.2020;273;10;6;36;5;2
Афганистан;03.02.2020;0;0;0;0;0;0
Афганистан;03.03.2020;1;0;0;0;0;0
Афганистан;03.04.2020;281;10;6;8;0;0
Афганистан;04.02.2020;0;0;0;0;0;0
Афганистан;04.03.2020;1;0;0;0;0;0
Афганистан;04.04.2020;299;10;7;18;0;1
Афганистан;05.02.2020;0;0;0;0;0;0
Афганистан;05.03.2020;1;0;0;0;0;0
Афганистан;05.04.2020;349;15;7;50;5;0
Афганистан;06.02.2020;0;0;0;0;0;0
Афганистан;06.03.2020;1;0;0;0;0;0
Афганистан;06.04.2020;367;18;11;18;3;4
Афганистан;07.02.2020;0;0;0;0;0;0
Афганистан;07.03.2020;1;0;0;0;0;0
Афганистан;07.04.2020;423;18;14;56;0;3
Афганистан;08.02.2020;0;0;0;0;0;0
Афганистан;08.03.2020;4;0;0;3;0;0
Афганистан;08.04.2020;444;29;14;21;11;0
Афганистан;09.02.2020;0;0;0;0;0;0
Афганистан;09.03.2020;4;0;0;0;0;0
Афганистан;09.04.2020;484;32;15;40;3;1
Афганистан;10.02.2020;0;0;0;0;0;0
Афганистан;10.03.2020;5;0;0;1;0;0
Афганистан;10.04.2020;521;32;15;37;0;0
Афганистан;11.02.2020;0;0;0;0;0;0
Афганистан;11.03.2020;7;0;0;2;0;0
Афганистан;11.04.2020;555;32;18;34;0;3
Афганистан;12.02.2020;0;0;0;0;0;0
Афганистан;12.03.2020;7;0;0;0;0;0
Афганистан;12.04.2020;607;32;18;52;0;0
